#Fichier XDMF_DATA
#Analysed Files: /home/mlamari/Post_Doc_1/Test_Preliminaire/FEniCSX/J_TestMaille/results_plasticity_Dogbone_vM_maille_01_tempsx4/results_.vtm
#[1] Increment   [2] VonMisesStressBulk   [3] CumulativePlasticStrainBulk   [4] TotalStrainBulk   [5] StressXXBulk   [6] PlasticStrainBulk   [7] ForceBordGauche   [8] StressXXBordGauche   [9] TotalStrainBordGauche   [10] VonMisesStressOzx   [11] CumulativePlasticStrainOzx   [12] TotalStrainOzx   [13] StressXXOzx   [14] PlasticStrainOzx
05476   228.7628051   0.0121831   0.0133061   229.0039694   0.0121624   114.3147174   76.2098116   0.00044   228.7012252   0.0121855   0.0133088   229.2237336   0.0121648   
05477   229.1991281   0.0121831   0.0133083   229.44148   0.0121624   114.5332135   76.3554757   0.0004407   229.1369915   0.0121855   0.013311   229.661348   0.0121648   
05478   229.6288732   0.0121832   0.0133105   229.8726283   0.0121624   114.7485203   76.4990135   0.0004414   229.5746434   0.0121855   0.0133132   230.1009565   0.0121648   
05479   230.0242713   0.0121835   0.0133128   230.2701596   0.0121627   114.9468722   76.6312481   0.000442   230.0207755   0.0121855   0.0133154   230.5527308   0.0121648   
05480   230.4561001   0.0121835   0.013315   230.7032622   0.0121627   115.1631888   76.7754592   0.0004427   230.4578532   0.0121855   0.0133176   230.9917691   0.0121648   
05481   230.8917885   0.0121835   0.0133172   231.1401244   0.0121627   115.381366   76.9209107   0.0004433   230.8950663   0.0121855   0.0133198   231.4273686   0.0121648   
05482   231.3264995   0.0121835   0.0133193   231.5760721   0.0121628   115.5990722   77.0660482   0.000444   231.331362   0.0121855   0.013322   231.865386   0.0121648   
05483   231.762102   0.0121835   0.0133215   232.0128246   0.0121628   115.8171704   77.2114469   0.0004447   231.7674157   0.0121855   0.0133242   232.3031859   0.0121648   
05484   232.1967308   0.0121835   0.0133237   232.448705   0.0121628   116.0348436   77.3565624   0.0004454   232.2037238   0.0121855   0.0133264   232.7412431   0.0121648   
05485   232.633988   0.0121835   0.0133259   232.8870894   0.0121628   116.2537676   77.5025117   0.0004461   232.6392711   0.0121855   0.0133285   233.1785471   0.0121648   
05486   233.0706092   0.0121835   0.0133281   233.324861   0.0121628   116.4723916   77.6482611   0.0004468   233.0747318   0.0121855   0.0133307   233.6165386   0.0121648   
05487   233.500717   0.0121836   0.0133303   233.756303   0.0121628   116.6879028   77.7919352   0.0004474   233.5123169   0.0121855   0.0133329   234.0560874   0.0121648   
05488   233.9247398   0.0121837   0.0133325   234.1817167   0.0121629   116.900361   77.933574   0.0004481   233.951876   0.0121855   0.0133351   234.4973958   0.0121648   
05489   234.3525633   0.0121837   0.0133347   234.6108559   0.012163   117.1147351   78.0764901   0.0004488   234.3061715   0.0121859   0.0133373   234.8517111   0.0121652   
05490   234.7356383   0.0121841   0.013337   234.9964982   0.0121633   117.3073292   78.2048862   0.0004494   234.6714754   0.0121863   0.0133396   235.2330466   0.0121656   
05491   235.0653807   0.0121848   0.0133393   235.3287719   0.012164   117.4731969   78.3154646   0.0004499   235.0008791   0.012187   0.0133419   235.5526679   0.0121664   
05492   235.4996846   0.0121848   0.0133415   235.7642051   0.012164   117.6906863   78.4604575   0.0004506   235.4373289   0.012187   0.0133441   235.9908914   0.0121664   
05493   235.9247132   0.0121849   0.0133437   236.1905084   0.0121641   117.9035557   78.6023705   0.0004512   235.7402413   0.0121876   0.0133463   236.3071714   0.012167   
05494   236.3517668   0.0121849   0.0133459   236.6188138   0.0121642   118.1174513   78.7449675   0.0004519   236.1789199   0.0121876   0.0133485   236.7475967   0.012167   
05495   236.7845479   0.012185   0.0133481   237.0527056   0.0121642   118.3341757   78.8894505   0.0004526   236.6158997   0.0121876   0.0133507   237.1852161   0.012167   
05496   237.205146   0.0121851   0.0133504   237.4746461   0.0121643   118.5448681   79.0299121   0.0004532   237.0564824   0.0121876   0.0133529   237.6275259   0.012167   
05497   237.6361488   0.0121851   0.0133525   237.9066273   0.0121643   118.76069   79.1737933   0.0004539   237.4915921   0.0121876   0.0133551   238.0640742   0.012167   
05498   237.9718328   0.0121857   0.0133549   238.243953   0.012165   118.9296703   79.2864469   0.0004544   237.9555273   0.0121876   0.0133574   238.5252669   0.012167   
05499   238.3762621   0.0121859   0.013357   238.6491285   0.0121651   119.1322231   79.4214821   0.0004551   238.3390779   0.0121879   0.0133596   238.9062105   0.0121673   
05500   231.7035039   0.0122324   0.0133701   231.9538258   0.0122116   115.7884751   77.1923167   0.0004446   231.679431   0.0122347   0.0133727   232.1150029   0.0122141   
05501   232.1392914   0.0122324   0.0133723   232.3907741   0.0122116   116.0066796   77.3377864   0.0004453   232.1153123   0.0122347   0.0133749   232.5529154   0.0122141   
05502   232.5756459   0.0122324   0.0133745   232.8282766   0.0122116   116.2251647   77.4834431   0.000446   232.5511535   0.0122347   0.0133771   232.9904595   0.0122141   
05503   233.0059702   0.0122325   0.0133767   233.2598522   0.0122117   116.4406831   77.6271221   0.0004467   232.9879901   0.0122347   0.0133793   233.4311758   0.0122141   
05504   233.439833   0.0122325   0.0133789   233.694896   0.0122117   116.6579348   77.7719566   0.0004473   233.4245594   0.0122347   0.0133815   233.8694947   0.0122141   
05505   233.8728244   0.0122325   0.0133811   234.1291235   0.0122117   116.8747964   77.9165309   0.000448   233.8607756   0.0122347   0.0133837   234.3086631   0.0122141   
05506   234.2981266   0.0122326   0.0133833   234.5559397   0.0122118   117.0879477   78.0586318   0.0004487   234.2999482   0.0122347   0.0133859   234.7483601   0.0122141   
05507   234.6839326   0.0122329   0.0133855   234.9442307   0.0122121   117.281937   78.187958   0.0004493   234.7496564   0.0122347   0.0133881   235.2015608   0.0122141   
05508   235.0931182   0.0122331   0.0133878   235.3551443   0.0122123   117.4870968   78.3247312   0.0004499   235.1942292   0.0122347   0.0133903   235.6448314   0.0122141   
05509   235.5265373   0.0122331   0.01339   235.7897624   0.0122123   117.704128   78.4694187   0.0004506   235.6304627   0.0122347   0.0133925   236.0836924   0.0122141   
05510   235.9570454   0.0122332   0.0133921   236.2215518   0.0122124   117.9197647   78.6131765   0.0004513   236.0678504   0.0122347   0.0133947   236.5227602   0.0122141   
05511   236.3928187   0.0122332   0.0133943   236.6584801   0.0122124   118.1379647   78.7586431   0.000452   236.503602   0.0122347   0.0133969   236.9606199   0.0122141   
05512   236.8287755   0.0122332   0.0133965   237.0955596   0.0122124   118.3562373   78.9041582   0.0004527   236.9391611   0.0122347   0.0133991   237.3979322   0.0122141   
05513   237.2092036   0.0122335   0.0133988   237.4778701   0.0122127   118.5470266   79.0313511   0.0004532   237.3198466   0.0122351   0.0134014   237.7854526   0.0122144   
05514   237.6164994   0.0122337   0.013401   237.8869786   0.0122129   118.7512498   79.1674999   0.0004539   237.7626964   0.0122351   0.0134036   238.2327269   0.0122144   
05515   237.992483   0.0122341   0.0134033   238.2648121   0.0122133   118.940119   79.2934127   0.0004545   238.1815911   0.0122353   0.0134059   238.6554865   0.0122146   
05516   238.3561685   0.0122346   0.0134056   238.6299939   0.0122138   119.1226482   79.4150988   0.000455   238.6201297   0.0122353   0.0134081   239.0974388   0.0122146   
05517   238.683927   0.0122349   0.0134075   238.95734   0.0122141   119.2861256   79.5240838   0.0004556   238.8149311   0.0122363   0.0134101   239.3018435   0.0122156   
05518   239.0009498   0.0122356   0.0134098   239.2757026   0.0122147   119.3970034   79.5980022   0.000456   239.232026   0.0122364   0.0134124   239.7310166   0.0122157   
05519   239.4084362   0.0122357   0.013412   239.6848571   0.0122149   119.6016525   79.734435   0.0004567   239.6257631   0.0122367   0.0134146   240.1332511   0.012216   
05520   239.6746903   0.0122367   0.0134143   239.9520023   0.0122159   119.7346453   79.8230969   0.0004571   240.0454396   0.0122368   0.0134168   240.5424956   0.0122161   
05521   240.0318882   0.0122369   0.0134163   240.3099744   0.0122161   119.9139104   79.942607   0.0004576   240.4355061   0.012237   0.0134189   240.9324349   0.0122163   
05522   240.3406523   0.0122374   0.0134184   240.6160091   0.0122166   120.1213507   80.0809005   0.0004583   240.8409675   0.0122371   0.013421   241.3225093   0.0122164   
05523   229.3589643   0.0122441   0.0133701   229.6071809   0.0122233   114.5402132   76.3601421   0.0004473   230.2595834   0.012242   0.0133729   230.6867536   0.0122213   
05524   229.7962393   0.0122441   0.0133723   230.0455653   0.0122233   114.7591373   76.5060915   0.000448   230.6951477   0.012242   0.0133751   231.1240577   0.0122213   
05525   230.2335153   0.0122441   0.0133745   230.4839497   0.0122233   114.9780613   76.6520408   0.0004487   231.1307124   0.012242   0.0133772   231.5613618   0.0122213   
05526   230.6664047   0.0122441   0.0133767   230.9179927   0.0122233   115.194744   76.796496   0.0004493   231.5625628   0.012242   0.0133794   231.9949427   0.0122213   
05527   231.0961665   0.0122441   0.0133788   231.348943   0.0122233   115.4093307   76.9395538   0.00045   231.9908523   0.012242   0.0133815   232.4250913   0.0122213   
05528   231.5326761   0.0122441   0.013381   231.7865606   0.0122233   115.627757   77.0851714   0.0004507   232.4256467   0.012242   0.0133837   232.8616282   0.0122213   
05529   231.8263461   0.0122441   0.0133825   232.0818552   0.0122233   115.8965743   77.2643828   0.0004525   232.7171347   0.012242   0.0133852   233.1564419   0.0122213   
05530   232.2636267   0.0122441   0.0133847   232.5202395   0.0122233   116.1154982   77.4103321   0.0004532   233.1527046   0.012242   0.0133874   233.5937461   0.0122213   
05531   232.698135   0.0122441   0.0133868   232.9558476   0.0122233   116.3328648   77.5552432   0.0004539   233.5855496   0.012242   0.0133895   234.0282604   0.0122213   
05532   233.0702531   0.0122441   0.0133887   233.3292999   0.0122233   116.5092595   77.6728397   0.0004546   233.954768   0.012242   0.0133914   234.399534   0.0122213   
05533   233.5041649   0.0122441   0.0133909   233.7624555   0.0122233   116.7256169   77.817078   0.0004553   234.3886457   0.012242   0.0133936   234.8347948   0.0122213   
05534   233.9383406   0.0122442   0.0133931   234.1978177   0.0122234   116.9430379   77.9620253   0.0004559   234.8269138   0.012242   0.0133957   235.2702735   0.0122213   
05535   234.3615122   0.0122442   0.0133952   234.6222556   0.0122234   117.1758624   78.1172416   0.0004568   235.1403895   0.0122425   0.0133979   235.5950441   0.0122218   
05536   234.7870274   0.0122442   0.0133974   235.0490895   0.0122234   117.389119   78.2594127   0.0004575   235.5699899   0.0122425   0.0134001   236.0257163   0.0122218   
05537   235.2185606   0.0122443   0.0133996   235.4818142   0.0122235   117.6118136   78.4078757   0.0004582   236.0064153   0.0122425   0.0134022   236.4638706   0.0122218   
05538   235.3456953   0.0122462   0.0134022   235.6115336   0.0122254   117.6767567   78.4511711   0.0004584   235.954895   0.0122454   0.0134049   236.4274217   0.0122247   
05539   235.7819691   0.0122462   0.0134044   236.048919   0.0122254   117.8951097   78.5967398   0.0004591   236.3894008   0.0122454   0.013407   236.8636838   0.0122247   
05540   236.2102945   0.0122462   0.0134065   236.4783495   0.0122254   118.0548568   78.7032379   0.00046   236.8159932   0.0122454   0.0134092   237.2920299   0.0122247   
05541   236.585873   0.0122463   0.0134084   236.8554381   0.0122254   118.3616354   78.9077569   0.0004683   237.1912701   0.0122454   0.0134111   237.6699214   0.0122247   
05542   236.7530093   0.012248   0.013411   237.0242057   0.0122272   118.4460867   78.9640578   0.0004685   237.6610553   0.0122456   0.0134137   238.1436543   0.0122249   
05543   237.1881814   0.012248   0.0134132   237.4604877   0.0122272   118.6642122   79.1094748   0.0004692   238.0956926   0.0122456   0.0134158   238.5800027   0.0122249   
05544   237.5941808   0.012248   0.0134152   237.8676364   0.0122272   118.8548422   79.2365614   0.0004698   238.503983   0.0122456   0.0134179   238.9899201   0.0122249   
05545   237.9689488   0.0122484   0.0134175   238.244181   0.0122276   119.0427915   79.361861   0.0004704   238.9507328   0.0122456   0.0134201   239.4373106   0.0122249   
05546   233.2647913   0.0122821   0.0134276   233.5089904   0.0122613   116.5280537   77.6853692   0.0004635   233.859507   0.0122813   0.0134303   234.3501735   0.0122606   
05547   233.7014945   0.0122822   0.0134297   233.9468388   0.0122613   116.7467029   77.8311353   0.0004641   234.2952202   0.0122813   0.0134324   234.7876324   0.0122606   
05548   234.1387521   0.0122822   0.0134319   234.3852231   0.0122613   116.9656273   77.9770849   0.0004648   234.730769   0.0122813   0.0134346   235.2249365   0.0122606   
05549   234.5694991   0.0122822   0.0134341   234.8172233   0.0122613   117.1813616   78.1209078   0.0004655   235.1686717   0.0122813   0.0134368   235.6635934   0.0122606   
05550   235.0023478   0.0122822   0.0134363   235.2513267   0.0122614   117.3981966   78.2654644   0.0004662   235.6053859   0.0122813   0.013439   236.1023527   0.0122606   
05551   235.4341478   0.0122823   0.0134385   235.6843511   0.0122614   117.6144137   78.4096091   0.0004669   236.0429157   0.0122813   0.0134412   236.5409305   0.0122606   
05552   235.8648243   0.0122823   0.0134407   236.1162689   0.0122614   117.8301512   78.5534341   0.0004675   236.480312   0.0122813   0.0134434   236.9804145   0.0122606   
05553   236.2989835   0.0122823   0.0134429   236.5515947   0.0122615   118.0475171   78.6983447   0.0004682   236.9168082   0.0122813   0.0134456   237.418614   0.0122606   
05554   236.735511   0.0122823   0.0134451   236.989259   0.0122615   118.2660907   78.8440605   0.0004689   237.3531152   0.0122813   0.0134478   237.8552474   0.0122606   
05555   237.1341062   0.0122826   0.0134474   237.3897357   0.0122617   118.46624   78.9774934   0.0004695   237.769909   0.0122814   0.01345   238.2762408   0.0122607   
05556   237.4569816   0.0122833   0.0134497   237.7154579   0.0122624   118.6288936   79.0859291   0.00047   238.0386387   0.0122824   0.0134523   238.565668   0.0122617   
05557   237.86947   0.0122835   0.0134519   238.12948   0.0122626   118.8356345   79.2237564   0.0004707   238.4829095   0.0122824   0.0134546   239.0086465   0.0122617   
05558   238.3043725   0.0122835   0.0134541   238.5655348   0.0122626   119.053394   79.3689293   0.0004714   238.9175873   0.0122824   0.0134567   239.44499   0.0122617   
05559   238.7072062   0.0122836   0.0134563   238.96961   0.0122627   119.2703048   79.5135365   0.0004722   239.3479745   0.0122824   0.0134589   239.8667243   0.0122617   
05560   239.0928717   0.0122839   0.0134585   239.3571341   0.0122631   119.4637142   79.6424761   0.0004728   239.6904179   0.0122829   0.0134611   240.2146026   0.0122622   
05561   239.5021489   0.0122841   0.0134607   239.7679819   0.0122632   119.6626243   79.7750829   0.0004735   240.1295956   0.0122829   0.0134633   240.6565459   0.0122622   
05562   239.9184059   0.0122842   0.0134629   240.1852412   0.0122633   120.0180667   80.0120444   0.0004749   240.5631689   0.0122829   0.0134655   241.0913182   0.0122622   
05563   240.2599267   0.0122848   0.0134652   240.5288261   0.0122639   120.1896248   80.1264165   0.0004755   240.9114444   0.0122835   0.0134678   241.4399784   0.0122628   
05564   240.6665679   0.012285   0.0134674   240.9368535   0.0122641   120.3934882   80.2623255   0.0004761   241.2858562   0.0122838   0.01347   241.8206616   0.0122631   
05565   240.4951013   0.0122884   0.0134701   240.7661375   0.0122676   120.3069581   80.2046387   0.0004758   241.3094457   0.0122861   0.0134725   241.8542205   0.0122654   
05566   229.5091179   0.0123632   0.0134897   229.7428616   0.0123423   114.8005643   76.5337095   0.0004586   229.888005   0.0123632   0.0134924   230.456185   0.0123424   
05567   229.9463684   0.0123632   0.0134919   230.1812459   0.0123423   115.0194881   76.6796587   0.0004593   230.3235334   0.0123632   0.0134946   230.8934888   0.0123424   
05568   230.3827128   0.0123632   0.0134941   230.6187273   0.0123423   115.2379598   76.8253065   0.00046   230.7593604   0.0123632   0.0134968   231.3310934   0.0123424   
05569   230.819032   0.0123632   0.0134963   231.0562162   0.0123423   115.4564251   76.97095   0.0004607   231.1950481   0.0123632   0.0134989   231.7685934   0.0123424   
05570   231.2531937   0.0123632   0.0134985   231.4916032   0.0123423   115.6738743   77.1159162   0.0004613   231.6312654   0.0123632   0.0135011   232.2067318   0.0123424   
05571   231.6904489   0.0123632   0.0135007   231.9299875   0.0123423   115.8927984   77.2618656   0.000462   232.0667987   0.0123632   0.0135033   232.644036   0.0123424   
05572   232.1212211   0.0123632   0.0135029   232.3618867   0.0123423   116.1085195   77.4056797   0.0004627   232.4439028   0.0123635   0.0135055   233.0239924   0.0123427   
05573   232.5567488   0.0123633   0.0135051   232.7985958   0.0123424   116.3266217   77.5510811   0.0004634   232.8799243   0.0123635   0.0135077   233.4618462   0.0123427   
05574   232.9940075   0.0123633   0.0135073   233.2369801   0.0123424   116.5455457   77.6970304   0.0004641   233.3154629   0.0123635   0.0135099   233.8991503   0.0123427   
05575   233.4156219   0.0123634   0.0135095   233.6599091   0.0123425   116.7567464   77.8378309   0.0004647   233.7564554   0.0123635   0.0135121   234.3415016   0.0123427   
05576   233.8528835   0.0123634   0.0135117   234.0982934   0.0123425   116.9756704   77.9837803   0.0004654   234.1919964   0.0123635   0.0135143   234.7788055   0.0123427   
05577   234.2901461   0.0123634   0.0135139   234.5366778   0.0123425   117.1945944   78.1297296   0.0004661   234.6275386   0.0123635   0.0135165   235.2161099   0.0123427   
05578   234.7274098   0.0123634   0.0135161   234.9750621   0.0123425   117.4135185   78.275679   0.0004668   235.0630819   0.0123635   0.0135186   235.6534138   0.0123427   
05579   235.1604512   0.0123634   0.0135182   235.4093149   0.0123425   117.63037   78.4202467   0.0004675   235.4998611   0.0123635   0.0135208   236.0920721   0.0123427   
05580   235.576333   0.0123635   0.0135205   235.8268851   0.0123426   117.8388267   78.5592178   0.0004681   235.9413317   0.0123635   0.013523   236.5363548   0.0123427   
05581   236.013046   0.0123635   0.0135227   236.2647321   0.0123426   118.0574785   78.7049856   0.0004688   236.377044   0.0123635   0.0135252   236.9738184   0.0123427   
05582   236.448919   0.0123635   0.0135248   236.7017482   0.0123426   118.2757201   78.8504801   0.0004695   236.8129484   0.0123635   0.0135274   237.4114925   0.0123427   
05583   236.8478   0.0123638   0.0135271   237.1023682   0.0123429   118.475761   78.9838407   0.0004701   237.2597976   0.0123635   0.0135296   237.8604189   0.0123427   
05584   237.281317   0.0123638   0.0135293   237.537022   0.0123429   118.6928605   79.1285736   0.0004708   237.681405   0.0123636   0.0135318   238.2817727   0.0123428   
05585   237.7064265   0.0123639   0.0135315   237.9634896   0.012343   118.9058324   79.2705549   0.0004715   238.1204682   0.0123636   0.013534   238.7226694   0.0123428   
05586   238.1392462   0.0123639   0.0135337   238.3975059   0.012343   119.1225883   79.4150589   0.0004721   238.5573135   0.0123636   0.0135362   239.1614981   0.0123428   
05587   238.557513   0.012364   0.0135359   238.8176357   0.0123431   119.3324025   79.554935   0.0004728   238.9976287   0.0123636   0.0135384   239.6039845   0.0123428   
05588   238.9926536   0.012364   0.0135381   239.2539283   0.0123431   119.5502984   79.7001989   0.0004735   239.4338338   0.0123636   0.0135406   240.0419094   0.0123428   
05589   239.4273005   0.0123641   0.0135403   239.6897322   0.0123432   119.7679202   79.8452801   0.0004742   239.8700126   0.0123636   0.0135428   240.479889   0.0123428   
05590   239.8594078   0.0123641   0.0135425   240.1229239   0.0123432   119.9842658   79.9895105   0.0004748   240.3069602   0.0123636   0.013545   240.9192995   0.0123428   
05591   240.2685279   0.0123643   0.0135447   240.5335952   0.0123434   120.1893591   80.1262394   0.0004755   240.7491941   0.0123636   0.0135472   241.3638062   0.0123428   
05592   240.6795293   0.0123644   0.0135469   240.9456167   0.0123435   120.3951625   80.2634417   0.0004761   241.1789171   0.0123636   0.0135494   241.7928369   0.0123428   
05593   231.0742915   0.0123681   0.0135024   231.2989421   0.0123471   115.5791715   77.052781   0.000461   231.7460363   0.0123648   0.0135033   232.3269609   0.012344   
05594   231.5108571   0.0123681   0.0135046   231.7366292   0.0123471   115.7977377   77.1984918   0.0004617   232.1809069   0.0123648   0.0135055   232.7635857   0.012344   
05595   231.9467587   0.0123681   0.0135068   232.1736348   0.0123471   116.015958   77.343972   0.0004624   232.6151667   0.0123648   0.0135077   233.1995605   0.012344   
05596   232.3794038   0.0123681   0.013509   232.6069441   0.0123471   116.2322587   77.4881725   0.0004631   233.0477004   0.0123648   0.0135098   233.6331102   0.012344   
05597   232.8157445   0.0123681   0.0135111   233.0443809   0.0123471   116.4507112   77.6338075   0.0004638   233.4824249   0.0123648   0.013512   234.0695398   0.012344   
05598   233.2504499   0.0123681   0.0135133   233.4800655   0.0123471   116.6683022   77.7788681   0.0004645   233.9158596   0.0123648   0.0135142   234.5044976   0.012344   
05599   233.6801175   0.0123681   0.0135155   233.9108016   0.0123471   116.883498   77.922332   0.0004651   234.3441805   0.0123648   0.0135163   234.934391   0.012344   
05600   234.1137472   0.0123681   0.0135176   234.345063   0.0123471   117.100323   78.066882   0.0004658   234.7777267   0.0123648   0.0135185   235.3690164   0.012344   
05601   234.546843   0.0123681   0.0135198   234.7790667   0.0123471   117.3170221   78.2113481   0.0004665   235.2098162   0.0123648   0.0135207   235.8024852   0.012344   
05602   234.9784142   0.0123681   0.013522   235.2117668   0.0123471   117.5330212   78.3553475   0.0004672   235.6395239   0.0123648   0.0135228   236.233979   0.012344   
05603   235.4077956   0.0123681   0.0135241   235.6424248   0.0123471   117.7480219   78.4986813   0.0004678   236.0665848   0.0123648   0.013525   236.6631021   0.012344   
05604   235.8450698   0.0123681   0.0135263   236.0808092   0.0123471   117.9669458   78.6446305   0.0004685   236.5021424   0.0123648   0.0135271   237.1004061   0.012344   
05605   236.2744156   0.0123681   0.0135285   236.5107328   0.0123471   118.181633   78.7877553   0.0004692   236.9331193   0.0123648   0.0135293   237.5320503   0.012344   
05606   236.7060175   0.0123681   0.0135306   236.9432737   0.0123471   118.3975973   78.9317315   0.0004699   237.3638463   0.0123648   0.0135315   237.9641493   0.012344   
05607   237.1385143   0.0123681   0.0135328   237.3766886   0.0123471   118.6140405   79.076027   0.0004705   237.7965311   0.0123648   0.0135336   238.3980271   0.012344   
05608   237.5710155   0.0123681   0.013535   237.8102916   0.0123471   118.830518   79.2203453   0.0004712   238.2291094   0.0123648   0.0135358   238.832283   0.012344   
05609   237.9646314   0.0123682   0.0135371   238.2072536   0.0123473   119.0286917   79.3524612   0.0004718   238.6434936   0.0123648   0.0135379   239.2497094   0.012344   
05610   238.3694291   0.0123683   0.0135392   238.6122588   0.0123473   119.2310423   79.4873615   0.0004725   239.0502722   0.0123648   0.0135399   239.6565072   0.012344   
05611   238.8020316   0.0123683   0.0135413   239.0463771   0.0123473   119.4478549   79.6319033   0.0004732   239.4820108   0.0123648   0.0135421   240.0900275   0.012344   
05612   239.2285976   0.0123683   0.0135435   239.4741474   0.0123474   119.6614667   79.7743112   0.0004738   239.9195723   0.0123648   0.0135443   240.5260416   0.012344   
05613   239.6552244   0.0123684   0.0135457   239.9016951   0.0123475   119.8749307   79.9166205   0.0004745   240.2984316   0.0123651   0.0135464   240.901972   0.0123443   
05614   239.7560896   0.0123684   0.0135462   239.9879614   0.0123475   119.9178254   79.9452169   0.0004746   240.4872558   0.0123652   0.0135474   241.0577715   0.0123444   
05615   240.1847596   0.0123685   0.0135484   240.4179275   0.0123475   120.1324981   80.0883321   0.0004753   240.9242204   0.0123652   0.0135496   241.4966243   0.0123444   
05616   240.6098421   0.0123685   0.0135506   240.8444531   0.0123475   120.3454635   80.230309   0.000476   241.3461461   0.0123652   0.0135517   241.9209797   0.0123444   
05617   240.9882639   0.0123688   0.0135528   241.224389   0.0123479   120.5352952   80.3568634   0.0004766   241.793469   0.0123652   0.013554   242.3688775   0.0123444   
05618   241.1868333   0.0123703   0.0135552   241.4226096   0.0123493   120.6233545   80.4155696   0.0004769   242.1701693   0.0123657   0.0135564   242.750321   0.0123449   
05619   241.6090585   0.0123703   0.0135574   241.8440125   0.0123494   120.833666   80.5557773   0.0004776   242.6057984   0.0123657   0.0135586   243.1781719   0.0123449   
05620   241.8434688   0.0123716   0.0135598   242.0823341   0.0123506   120.9842923   80.6561949   0.0004781   242.7940257   0.0123672   0.0135609   243.3562045   0.0123464   
05621   242.1370799   0.0123721   0.0135619   242.3783544   0.0123512   121.1095257   80.7396838   0.0004845   243.1077922   0.0123676   0.013563   243.6819702   0.0123468   
05622   242.4029241   0.0123729   0.013564   242.6417034   0.012352   121.240711   80.8271407   0.0004849   243.3955458   0.0123684   0.0135652   243.9569449   0.0123476   
05623   242.5978991   0.0123743   0.0135664   242.8355023   0.0123534   121.5259669   81.0173112   0.0004868   243.2672085   0.0123716   0.0135677   243.7914087   0.0123508   
05624   242.824756   0.0123755   0.0135687   243.0636294   0.0123546   121.6422506   81.0948338   0.0004871   243.6993845   0.0123718   0.01357   244.2200163   0.012351   
05625   243.1219285   0.012376   0.0135707   243.3625164   0.0123551   121.7947486   81.1964991   0.0004877   243.9023046   0.0123727   0.013572   244.421822   0.0123519   
05626   234.0643263   0.0124381   0.0135874   234.2706172   0.0124172   117.2543002   78.1695334   0.0004735   234.3122935   0.0124376   0.0135887   234.7890029   0.0124168   
05627   234.4997267   0.0124381   0.0135895   234.7072171   0.0124172   117.4723327   78.3148885   0.0004742   234.7483537   0.0124376   0.0135909   235.2268645   0.0124168   
05628   234.9193677   0.0124383   0.0135918   235.128602   0.0124173   117.6827677   78.4551785   0.0004748   235.1888373   0.0124376   0.0135931   235.6694678   0.0124168   
05629   235.351861   0.0124383   0.013594   235.5622989   0.0124173   117.899354   78.5995693   0.0004755   235.6257416   0.0124376   0.0135953   236.108251   0.0124168   
05630   235.7863165   0.0124383   0.0135962   235.9979632   0.0124173   118.1169133   78.7446089   0.0004762   236.0619856   0.0124376   0.0135975   236.5465335   0.0124168   
05631   236.2235745   0.0124383   0.0135983   236.4363475   0.0124173   118.3358371   78.8905581   0.0004769   236.4975328   0.0124376   0.0135996   236.9838377   0.0124168   
05632   236.6585909   0.0124383   0.0136005   236.8725293   0.0124173   118.553659   79.0357726   0.0004776   236.9337154   0.0124376   0.0136018   237.4218376   0.0124168   
05633   237.0863514   0.0124384   0.0136027   237.3017033   0.0124174   118.7679816   79.1786544   0.0004782   237.3719105   0.0124376   0.013604   237.8620347   0.0124168   
05634   237.4715531   0.0124387   0.013605   237.6888858   0.0124177   118.96133   79.3075534   0.0004788   237.8217778   0.0124376   0.0136063   238.3164694   0.0124168   
05635   237.9080813   0.0124387   0.0136072   238.1265477   0.0124177   119.1798961   79.453264   0.0004795   238.2575732   0.0124376   0.0136085   238.7539866   0.0124168   
05636   238.3378011   0.0124388   0.0136094   238.557533   0.0124178   119.3951196   79.5967464   0.0004802   238.6954388   0.0124376   0.0136107   239.1935765   0.0124168   
05637   238.7689133   0.0124388   0.0136116   238.9898417   0.0124178   119.6110266   79.7406844   0.0004809   239.1335938   0.0124376   0.0136129   239.6315237   0.0124168   
05638   239.1938381   0.0124389   0.0136138   239.4161344   0.0124179   119.8239069   79.8826046   0.0004815   239.5726243   0.0124376   0.0136151   240.0726502   0.0124168   
05639   239.6298711   0.0124389   0.013616   239.8532867   0.0124179   120.042221   80.0281474   0.0004822   240.0085607   0.0124376   0.0136172   240.5103299   0.0124168   
05640   240.0637757   0.0124389   0.0136182   240.288421   0.0124179   120.2595314   80.1730209   0.0004829   240.4449481   0.0124376   0.0136194   240.9489412   0.0124168   
05641   240.4973092   0.0124389   0.0136204   240.7231502   0.012418   120.4766114   80.3177409   0.0004836   240.8816728   0.0124376   0.0136216   241.387352   0.0124168   
05642   240.3887447   0.0124424   0.0136234   240.6214485   0.0124215   120.425645   80.2837633   0.0004834   241.328475   0.0124383   0.0136246   241.8459119   0.0124175   
05643   240.8061702   0.0124426   0.0136256   241.0404592   0.0124216   120.6348812   80.4232542   0.0004841   241.7700262   0.0124383   0.0136268   242.2892142   0.0124175   
05644   241.2434565   0.0124426   0.0136278   241.4788435   0.0124216   120.853805   80.5692034   0.0004848   242.205594   0.0124383   0.013629   242.7265188   0.0124175   
05645   241.6700348   0.0124426   0.01363   241.9061838   0.0124216   121.0672699   80.7115132   0.0004854   242.6435036   0.0124383   0.0136312   243.1658728   0.0124175   
