#Fichier XDMF_DATA
#Analysed Files: /home/mlamari/Post_Doc_1/Test_Preliminaire/FEniCSX/J_TestMaille/results_plasticity_Dogbone_vM_maille_01_tempsx4/results_.vtm
#[1] Increment   [2] VonMisesStressBulk   [3] CumulativePlasticStrainBulk   [4] TotalStrainBulk   [5] StressXXBulk   [6] PlasticStrainBulk   [7] ForceBordGauche   [8] StressXXBordGauche   [9] TotalStrainBordGauche   [10] VonMisesStressOzx   [11] CumulativePlasticStrainOzx   [12] TotalStrainOzx   [13] StressXXOzx   [14] PlasticStrainOzx
05646   242.0961293   0.0124427   0.0136322   242.3340067   0.0124217   121.2809887   80.8539924   0.0004861   243.032777   0.0124385   0.0136333   243.5650571   0.0124177   
05647   242.5135704   0.0124428   0.0136344   242.7527348   0.0124218   121.4900833   80.9933889   0.0004868   243.448767   0.0124386   0.0136355   243.9846457   0.0124178   
05648   242.8410585   0.0124435   0.0136367   243.0824983   0.0124225   121.6552577   81.1035051   0.0004873   243.8276283   0.012439   0.0136378   244.3672678   0.0124182   
05649   235.3956321   0.0124951   0.0136509   235.6143928   0.012474   117.9249802   78.6166534   0.0004756   236.003144   0.0124926   0.0136522   236.4900176   0.0124718   
05650   235.830607   0.0124951   0.0136531   236.0505726   0.012474   118.1428018   78.7618679   0.0004763   236.4393813   0.0124926   0.0136544   236.9280284   0.0124718   
05651   236.2670454   0.0124951   0.0136553   236.4881395   0.0124741   118.3613188   78.9075458   0.000477   236.8752009   0.0124926   0.0136566   237.3655795   0.0124718   
05652   236.7032633   0.0124951   0.0136575   236.9255023   0.0124741   118.5797294   79.0531529   0.0004777   237.3110868   0.0124926   0.0136588   237.8032079   0.0124718   
05653   237.1199321   0.0124952   0.0136597   237.3437654   0.0124742   118.788599   79.1923993   0.0004783   237.7040084   0.0124929   0.013661   238.1948421   0.012472   
05654   237.5554894   0.0124952   0.0136619   237.7804715   0.0124742   119.0066883   79.3377922   0.000479   238.140111   0.0124929   0.0136632   238.6326489   0.012472   
05655   237.9918591   0.0124952   0.0136641   238.2179762   0.0124742   119.2251733   79.4834489   0.0004797   238.5753621   0.0124929   0.0136653   239.0707387   0.012472   
05656   238.3608574   0.0124957   0.0136664   238.5891488   0.0124746   119.410504   79.6070026   0.0004803   239.0279878   0.0124929   0.0136676   239.5337666   0.012472   
05657   238.794365   0.0124957   0.0136686   239.023792   0.0124747   119.6275582   79.7517054   0.0004809   239.4640449   0.0124929   0.0136698   239.9730803   0.012472   
05658   239.2316465   0.0124957   0.0136708   239.4621763   0.0124747   119.8464824   79.8976549   0.0004816   239.8996193   0.0124929   0.013672   240.4103843   0.012472   
05659   239.6102625   0.0124961   0.0136731   239.8431354   0.012475   120.0367129   80.0244753   0.0004822   240.3526252   0.0124929   0.0136743   240.865353   0.012472   
05660   240.0463468   0.0124961   0.0136753   240.2803545   0.0124751   120.2550551   80.1700367   0.0004829   240.7401805   0.0124931   0.0136764   241.2571241   0.0124722   
05661   240.4836337   0.0124961   0.0136774   240.7187388   0.0124751   120.4739789   80.315986   0.0004836   241.1757585   0.0124931   0.0136786   241.6944283   0.0124722   
05662   240.9101301   0.0124961   0.0136797   241.1465751   0.0124751   120.6876208   80.4584138   0.0004843   241.6147015   0.0124931   0.0136808   242.1345896   0.0124722   
05663   241.3456906   0.0124962   0.0136818   241.5832648   0.0124751   120.9056983   80.6037988   0.0004849   242.0523756   0.0124931   0.013683   242.5702448   0.0124722   
05664   241.781003   0.0124962   0.013684   242.0197127   0.0124751   121.1236556   80.7491037   0.0004856   242.4891396   0.0124931   0.0136852   243.0070333   0.0124722   
05665   242.1853865   0.0124964   0.0136863   242.4257115   0.0124754   121.3263889   80.8842592   0.0004862   242.9342902   0.0124931   0.0136874   243.4534909   0.0124722   
05666   242.6215094   0.0124964   0.0136885   242.8630816   0.0124754   121.544787   81.029858   0.0004869   243.369944   0.0124931   0.0136896   243.8908401   0.0124722   
05667   242.9979512   0.0124967   0.0136907   243.2426516   0.0124757   121.7683689   81.1789126   0.0004876   243.8187702   0.0124931   0.0136918   244.3380353   0.0124722   
05668   236.6507006   0.0125411   0.0137032   236.861105   0.01252   118.6234153   79.0822769   0.0004778   237.6107035   0.0125372   0.0137047   238.0772322   0.0125163   
05669   237.0838299   0.0125411   0.0137054   237.2954463   0.0125201   118.8403549   79.2269033   0.0004785   238.0473893   0.0125372   0.0137069   238.5159909   0.0125163   
05670   237.517386   0.0125412   0.0137076   237.7302321   0.0125201   119.0574575   79.3716383   0.0004792   238.4845348   0.0125372   0.0137091   238.9542094   0.0125163   
05671   237.9237658   0.0125414   0.0137098   238.1376414   0.0125203   119.2608994   79.5072663   0.0004798   238.6356861   0.0125387   0.0137113   239.1301946   0.0125177   
05672   238.3571806   0.0125414   0.013712   238.572293   0.0125203   119.4779412   79.6519608   0.0004805   239.0721139   0.0125387   0.0137135   239.5684972   0.0125177   
05673   238.7937969   0.0125414   0.0137142   239.0100395   0.0125203   119.6965442   79.7976961   0.0004812   239.5078916   0.0125387   0.0137157   240.0060304   0.0125177   
05674   239.2310631   0.0125414   0.0137164   239.4484238   0.0125203   119.915468   79.9436453   0.0004819   239.9434533   0.0125387   0.0137179   240.4433344   0.0125177   
05675   239.6683302   0.0125414   0.0137186   239.8868082   0.0125203   120.1343925   80.089595   0.0004826   240.379016   0.0125387   0.0137201   240.8806387   0.0125177   
05676   240.0945012   0.0125415   0.0137208   240.3139948   0.0125204   120.3477142   80.2318095   0.0004832   240.7820925   0.0125389   0.0137223   241.2809723   0.0125179   
05677   240.499534   0.0125417   0.013723   240.7204036   0.0125206   120.5506714   80.3671143   0.0004839   241.2311912   0.0125389   0.0137245   241.7292221   0.0125179   
05678   240.9265805   0.0125417   0.0137252   241.1486759   0.0125207   120.7645278   80.5096852   0.0004845   241.6689549   0.0125389   0.0137267   242.1690548   0.0125179   
05679   241.3638537   0.0125417   0.0137274   241.5870603   0.0125207   120.9834515   80.6556343   0.0004852   242.1045249   0.0125389   0.0137289   242.606359   0.0125179   
05680   241.794701   0.0125418   0.0137296   242.0192914   0.0125207   121.1992572   80.7995048   0.0004859   242.5396409   0.0125389   0.0137311   243.0439052   0.0125179   
05681   242.2210245   0.0125418   0.0137318   242.4469245   0.0125208   121.4127048   80.9418032   0.0004866   242.9768269   0.0125389   0.0137333   243.4808087   0.0125179   
05682   242.6556169   0.0125419   0.013734   242.8825512   0.0125208   121.6302685   81.0868456   0.0004873   243.4127741   0.0125389   0.0137355   243.9185296   0.0125179   
05683   243.0842389   0.0125419   0.0137362   243.3124182   0.0125208   121.8449021   81.2299347   0.0004879   243.8509519   0.0125389   0.0137377   244.3583036   0.0125179   
05684   232.613516   0.0126133   0.013755   232.8084616   0.0125921   116.6392105   77.7594737   0.0004723   233.3575785   0.0126105   0.0137566   233.7855792   0.0125895   
05685   233.0372716   0.0126133   0.0137573   233.2337427   0.0125922   116.8517982   77.9011988   0.000473   233.7239768   0.0126109   0.0137588   234.1445387   0.0125899   
05686   233.4745143   0.0126133   0.0137594   233.6721271   0.0125922   117.0707217   78.0471478   0.0004736   234.1595202   0.0126109   0.013761   234.5818428   0.0125899   
05687   233.90831   0.0126134   0.0137616   234.1071662   0.0125922   117.2879404   78.1919603   0.0004743   234.5962329   0.0126109   0.0137632   235.0199283   0.0125899   
05688   234.3449224   0.0126134   0.0137638   234.544929   0.0125922   117.5065333   78.3376889   0.000475   235.0319637   0.0126109   0.0137654   235.457436   0.0125899   
05689   234.6732793   0.0126141   0.0137662   234.8759785   0.0125929   117.6712662   78.4475108   0.0004755   235.2670907   0.0126121   0.0137677   235.6783388   0.0125911   
05690   235.0928808   0.0126142   0.0137684   235.2970533   0.0125931   117.8815722   78.5877148   0.0004762   235.7083811   0.0126121   0.0137699   236.119858   0.0125911   
05691   235.5197819   0.0126142   0.0137706   235.7252311   0.0125931   118.0954079   78.7302719   0.0004768   236.1461365   0.0126121   0.0137721   236.5615584   0.0125911   
05692   235.9505518   0.0126143   0.0137728   236.1572631   0.0125932   118.3110767   78.8740511   0.0004775   236.4798349   0.0126126   0.0137743   236.9097452   0.0125916   
05693   236.3666642   0.0126144   0.013775   236.5749563   0.0125933   118.5201098   79.0134065   0.0004782   236.9222671   0.0126126   0.0137765   237.3526398   0.0125916   
05694   236.7875131   0.0126145   0.0137772   236.9972299   0.0125934   118.7308445   79.1538963   0.0004788   237.363369   0.0126126   0.0137787   237.7938799   0.0125916   
05695   237.2242552   0.0126145   0.0137794   237.4351209   0.0125934   118.9495195   79.2996797   0.0004795   237.799086   0.0126126   0.0137809   238.2313402   0.0125916   
05696   237.4894888   0.0126156   0.0137819   237.7048858   0.0125945   119.082876   79.388584   0.0004799   238.2846536   0.0126126   0.0137834   238.7196091   0.0125916   
05697   237.8956497   0.0126158   0.0137841   238.1124893   0.0125947   119.2867798   79.5245199   0.0004806   238.7301042   0.0126126   0.0137856   239.1655283   0.0125916   
05698   238.3246195   0.0126159   0.0137863   238.5426938   0.0125948   119.501553   79.667702   0.0004812   239.1682417   0.0126126   0.0137878   239.6053459   0.0125916   
05699   238.6881791   0.0126164   0.0137886   238.9078335   0.0125952   119.6834966   79.7889977   0.0004818   239.6333499   0.0126126   0.0137901   240.0554293   0.0125916   
05700   239.1102153   0.0126165   0.0137908   239.3311995   0.0125953   119.8952169   79.9301446   0.0004825   240.0739202   0.0126126   0.0137923   240.4962802   0.0125916   
05701   239.5417289   0.0126165   0.013793   239.7638964   0.0125954   120.1112225   80.0741483   0.0004832   240.51246   0.0126126   0.0137945   240.9334878   0.0125916   
05702   239.9440645   0.0126167   0.0137953   240.1675754   0.0125956   120.3132895   80.2088596   0.0004838   240.7791935   0.0126135   0.0137967   241.2126413   0.0125925   
05703   240.3766204   0.0126168   0.0137975   240.6012809   0.0125956   120.5299102   80.3532735   0.0004845   241.211142   0.0126135   0.0137989   241.6345314   0.0125925   
05704   240.8083253   0.0126168   0.0137997   241.0341403   0.0125957   120.7460047   80.4973365   0.0004851   241.585319   0.0126138   0.0138011   242.0130604   0.0125928   
05705   241.2257965   0.0126169   0.0138019   241.4528959   0.0125958   120.9551746   80.6367831   0.0004858   242.0260488   0.0126138   0.0138033   242.4575087   0.0125928   
05706   241.6630759   0.0126169   0.0138041   241.8912802   0.0125958   121.1740988   80.7827325   0.0004865   242.4616297   0.0126138   0.0138055   242.8948129   0.0125928   
05707   242.0934289   0.0126169   0.0138062   242.322663   0.0125958   121.3894387   80.9262925   0.0004872   242.8963049   0.0126138   0.0138077   243.3309553   0.0125928   
05708   242.4574236   0.0126174   0.0138085   242.6871985   0.0125963   121.571461   81.0476406   0.0004877   243.3503949   0.0126138   0.0138099   243.7872694   0.0125928   
05709   242.8872307   0.0126174   0.0138107   243.1181738   0.0125963   121.7866945   81.1911297   0.0004884   243.7039402   0.0126142   0.0138121   244.1577745   0.0125932   
05710   234.0944668   0.0126627   0.0138119   234.3454256   0.0126415   117.4064207   78.2709471   0.0004747   234.9684796   0.012663   0.0138172   235.4728587   0.0126419   
05711   234.5161168   0.0126628   0.0138141   234.7697187   0.0126416   117.6182928   78.4121952   0.0004754   235.3990182   0.012663   0.0138194   235.9065338   0.0126419   
05712   234.9506469   0.0126628   0.0138163   235.205025   0.0126416   117.8357141   78.5571427   0.000476   235.8328775   0.012663   0.0138216   236.3417993   0.0126419   
05713   235.3857485   0.0126628   0.0138185   235.641224   0.0126416   118.0535857   78.7023904   0.0004767   236.2667116   0.012663   0.0138237   236.7771828   0.0126419   
05714   235.8213921   0.0126628   0.0138206   236.077997   0.0126416   118.2716725   78.8477816   0.0004774   236.6988403   0.012663   0.0138259   237.2112357   0.0126419   
05715   236.2564022   0.0126628   0.0138228   236.5143548   0.0126416   118.4895673   78.9930449   0.0004781   237.1338269   0.012663   0.0138281   237.6480229   0.0126419   
05716   236.6930764   0.0126628   0.013825   236.9521379   0.0126416   118.7081764   79.1387843   0.0004788   237.5689929   0.012663   0.0138302   238.0848725   0.0126419   
05717   237.121997   0.0126628   0.0138272   237.3816894   0.0126416   118.9225886   79.2817258   0.0004794   237.9973947   0.012663   0.0138324   238.5140919   0.0126419   
05718   237.5579633   0.0126628   0.0138293   237.8184144   0.0126416   119.140698   79.427132   0.0004801   238.430379   0.012663   0.0138346   238.9489161   0.0126419   
05719   237.9925432   0.0126628   0.0138315   238.2539864   0.0126416   119.35821   79.57214   0.0004808   238.8635624   0.012663   0.0138367   239.3835539   0.0126419   
05720   238.4081133   0.0126628   0.0138336   238.6697945   0.0126416   119.5657136   79.7104757   0.0004814   239.2833339   0.012663   0.0138388   239.8025792   0.0126419   
05721   238.8401259   0.0126628   0.0138358   239.1032377   0.0126416   119.7821831   79.8547887   0.0004821   239.7173313   0.012663   0.013841   240.2385639   0.0126419   
05722   239.2765056   0.0126628   0.013838   239.5406706   0.0126416   120.0006473   80.0004315   0.0004828   240.150598   0.012663   0.0138432   240.6735024   0.0126419   
05723   239.7097148   0.0126628   0.0138402   239.9746527   0.0126416   120.2173826   80.1449217   0.0004835   240.5838341   0.012663   0.0138453   241.1081364   0.0126419   
05724   240.029861   0.0126635   0.0138424   240.3053379   0.0126423   120.3826734   80.2551156   0.000484   240.9719353   0.012663   0.0138473   241.5041025   0.0126419   
05725   240.4654363   0.0126635   0.0138446   240.7420363   0.0126423   120.6007746   80.4005164   0.0004847   241.4065866   0.012663   0.0138495   241.9403976   0.0126419   
05726   240.9020377   0.0126635   0.0138468   241.1796921   0.0126423   120.8193429   80.5462286   0.0004854   241.8416335   0.012663   0.0138517   242.3770717   0.0126419   
05727   241.3222559   0.0126635   0.0138489   241.5992868   0.0126423   121.0288491   80.6858994   0.000486   242.2672737   0.012663   0.0138538   242.8028917   0.0126419   
05728   241.7535923   0.0126635   0.0138511   242.032671   0.0126423   121.2451994   80.830133   0.0004867   242.7004459   0.012663   0.013856   243.2376692   0.0126419   
05729   242.1833654   0.0126636   0.0138533   242.4636378   0.0126423   121.4604202   80.9736135   0.0004874   243.1330901   0.012663   0.0138581   243.6716766   0.0126419   
05730   242.612878   0.0126636   0.0138555   242.8944614   0.0126424   121.6755388   81.1170259   0.0004881   243.5689379   0.012663   0.0138603   244.1092362   0.0126419   
05731   242.8825   0.012664   0.0138572   243.1629879   0.0126428   121.8092572   81.2061715   0.0004885   243.9148233   0.012663   0.013862   244.4485605   0.0126419   
05732   243.3007053   0.0126641   0.0138594   243.5825876   0.0126429   122.0187954   81.3458636   0.0004891   244.3353272   0.0126632   0.0138643   244.8688399   0.0126421   
05733   237.6361928   0.0127041   0.0138709   237.8930601   0.0126828   119.1783025   79.4522017   0.0004802   238.7964855   0.0127025   0.0138759   239.3330773   0.0126814   
